DataHora,Satelite,Pais,Estado,Municipio,Bioma,DiaSemChuva,Precipitacao,RiscoFogo,Latitude,Longitude,FRP
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,VARGEM GRANDE,Cerrado,5,3.7,0.3,-3.8179,-43.69022,228.8
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,BREJO,Cerrado,6,0.0,0.7,-3.83617,-42.79047,62.3
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,COROATÁ,Cerrado,3,13.8,0.0,-3.90945,-43.9721,9.7
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,VARGEM GRANDE,Cerrado,4,14.1,0.0,-3.94701,-43.95585,72.7
2021/12/02 16:22:00,AQUA_M-T,Brasil,MARANHÃO,GRAJAÚ,Cerrado,2,0.3,0.1,-5.95923,-45.63084,82.6
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,COROATÁ,Cerrado,3,13.5,0.0,-3.94854,-43.96661,17.3
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,VIANA,Amazônia,4,0.0,1.0,-3.14583,-45.23568,50.5
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,TIMBIRAS,Cerrado,14,0.1,0.7,-4.10671,-43.71625,16.3
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,SÃO BENEDITO DO RIO PRETO,Cerrado,5,0.0,0.6,-3.39851,-43.66942,18.0
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,CODÓ,Cerrado,7,0.1,0.7,-4.39284,-43.78569,41.9
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,CODÓ,Cerrado,7,0.1,0.9,-4.40257,-43.78434,105.7
2021/12/02 16:22:00,AQUA_M-T,Brasil,MARANHÃO,FERNANDO FALCÃO,Cerrado,3,0.8,0.1,-6.0029,-45.4463,15.8
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,CODÓ,Cerrado,8,0.1,0.8,-4.40408,-43.79493,15.0
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,ALDEIAS ALTAS,Cerrado,2,0.4,1.0,-4.5575,-43.48906,14.6
2021/12/02 16:22:00,AQUA_M-T,Brasil,MARANHÃO,GONÇALVES DIAS,Cerrado,1,0.0,0.9,-5.02501,-43.99727,25.9
2021/12/02 16:22:00,AQUA_M-T,Brasil,MARANHÃO,CAXIAS,Cerrado,2,0.0,0.5,-5.06316,-43.397,17.7
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,TURIAÇU,Amazônia,21,4.6,0.4,-1.94665,-45.54126,17.8
2021/12/02 16:22:00,AQUA_M-T,Brasil,MARANHÃO,GRAJAÚ,Cerrado,2,0.5,0.1,-6.23948,-46.18267,32.2
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,PENALVA,Amazônia,4,0.0,1.0,-3.14755,-45.24821,67.0
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,MARACAÇUMÉ,Amazônia,4,27.7,0.0,-1.91211,-46.01919,25.3
2021/12/02 16:22:00,AQUA_M-T,Brasil,MARANHÃO,GRAJAÚ,Cerrado,2,0.6,0.0,-6.2417,-46.19925,24.8
2021/12/02 16:22:00,AQUA_M-T,Brasil,MARANHÃO,FORMOSA DA SERRA NEGRA,Cerrado,0.0,2.7,0.1,-6.59033,-46.1621,50.3
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,PENALVA,Amazônia,4,0.0,1.0,-3.1517,-45.24042,90.6
2021/12/02 16:22:00,AQUA_M-T,Brasil,MARANHÃO,FORMOSA DA SERRA NEGRA,Cerrado,2,5.7,0.1,-6.8262,-46.37693,24.8
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,CENTRO NOVO DO MARANHÃO,Amazônia,2,4.1,0.5,-2.43843,-46.42263,14.6
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,PENALVA,Amazônia,4,0.0,1.0,-3.15351,-45.25292,24.1
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,PENALVA,Amazônia,4,0.0,1.0,-3.15634,-45.2342,18.3
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,TURIAÇU,Amazônia,20,4.6,0.3,-1.94843,-45.55379,7.2
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,SANTA LUZIA DO PARUÁ,Amazônia,13,0.1,1.0,-2.60389,-45.64135,67.7
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,PENALVA,Amazônia,4,0.0,1.0,-3.15808,-45.24674,23.0
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,SANTA RITA,Amazônia,4,0.0,0.3,-3.20455,-44.18655,8.1
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,SANTA LUZIA DO PARUÁ,Amazônia,13,0.1,1.0,-2.60574,-45.65444,35.1
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,SANTA RITA,Amazônia,4,0.0,0.3,-3.20757,-44.20819,7.7
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,SANTA RITA,Amazônia,4,0.0,0.3,-3.23797,-44.28161,7.4
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,JUNCO DO MARANHÃO,Amazônia,4,27.5,0.0,-1.97872,-46.09373,23.1
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,SANTA LUZIA DO PARUÁ,Amazônia,13,0.1,1.0,-2.61463,-45.63983,11.5
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,SANTA RITA,Amazônia,4,0.0,0.3,-3.24784,-44.2802,6.2
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,SANTO AMARO DO MARANHÃO,Cerrado,6,0.0,1.0,-2.65638,-43.15118,10.4
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,TURIAÇU,Amazônia,23,10.0,0.1,-1.62633,-45.4964,17.2
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,TURIAÇU,Amazônia,25,10.0,0.1,-1.63227,-45.48899,9.6
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,SANTO AMARO DO MARANHÃO,Cerrado,6,0.0,1.0,-2.65775,-43.16072,40.1
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,TURIAÇU,Amazônia,24,10.2,0.1,-1.634,-45.50138,7.9
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,ZÉ DOCA,Amazônia,2,0.0,1.0,-3.26078,-45.66983,20.9
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,PAULINO NEVES,Cerrado,0.0,0.0,1.0,-2.74283,-42.53642,16.6
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,BACURI,Amazônia,18,0.8,0.8,-1.66841,-45.16999,19.6
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,BACURI,Amazônia,18,0.7,0.9,-1.67003,-45.16319,11.0
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,PAULINO NEVES,Cerrado,0.0,0.0,1.0,-2.74414,-42.54558,12.8
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,MARANHÃOZINHO,Amazônia,1,6.6,0.8,-2.62411,-46.02465,12.8
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,SANTA RITA,Amazônia,4,0.0,0.3,-3.28416,-44.25277,6.3
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,CÂNDIDO MENDES,Amazônia,16,21.3,0.1,-1.75829,-45.81616,52.6
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,MORROS,Cerrado,5,16.2,0.0,-2.76182,-43.72044,37.9
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,TURIAÇU,Amazônia,20,7.6,0.1,-1.81923,-45.55864,7.9
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,CURURUPU,Amazônia,0.0,0.0,0.9,-1.82858,-44.78248,10.1
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,MORROS,Cerrado,5,16.7,0.0,-2.76324,-43.73053,9.5
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,PENALVA,Amazônia,9,0.2,1.0,-3.30408,-45.32294,20.6
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,PAULINO NEVES,Cerrado,12,0.0,0.8,-2.8071,-42.60566,8.6
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,ARAIOSES,Cerrado,0.0,0.0,0.9,-2.83981,-42.05712,16.5
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,CURURUPU,Amazônia,0.0,0.0,0.9,-1.87529,-44.75289,13.9
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,ANAJATUBA,Amazônia,0.0,0.0,1.0,-3.31914,-44.56617,6.0
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,SANTO AMARO DO MARANHÃO,Cerrado,5,0.0,0.7,-2.84459,-43.18036,8.0
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,MORROS,Cerrado,4,15.4,0.0,-2.85866,-43.75168,9.1
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,TURIAÇU,Amazônia,22,5.1,0.3,-1.89245,-45.42715,72.5
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,ANAJATUBA,Amazônia,0.0,0.0,1.0,-3.32077,-44.57756,23.9
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,MORROS,Cerrado,8,11.2,0.1,-2.85965,-43.68959,12.1
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,JUNCO DO MARANHÃO,Amazônia,4,27.4,0.0,-1.9794,-46.08829,19.7
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,ITAPECURU MIRIM,Amazônia,4,0.1,0.4,-3.32274,-44.08638,42.6
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,MORROS,Cerrado,4,15.3,0.0,-2.86009,-43.76184,13.1
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,CURURUPU,Amazônia,0.0,0.0,0.9,-1.83017,-44.79371,48.4
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,MORROS,Cerrado,8,11.8,0.1,-2.86107,-43.69967,11.4
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,ITAPECURU MIRIM,Amazônia,4,0.1,0.4,-3.32427,-44.0971,146.6
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,BARREIRINHAS,Cerrado,7,0.0,0.8,-2.87712,-42.96617,27.8
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,TUTÓIA,Cerrado,0.0,0.0,0.7,-2.93246,-42.32365,16.7
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,ITAPECURU MIRIM,Cerrado,4,0.6,0.3,-3.4236,-44.36699,11.8
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,HUMBERTO DE CAMPOS,Cerrado,5,2.1,0.5,-2.95749,-43.59813,22.8
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,TURIAÇU,Amazônia,14,3.8,0.7,-1.9999,-45.61136,11.9
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,PEDRO DO ROSÁRIO,Amazônia,6,0.0,1.0,-2.81899,-45.44818,9.9
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,MORROS,Cerrado,5,2.4,0.7,-2.9589,-43.60812,30.3
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,ITAPECURU MIRIM,Amazônia,0.0,0.2,1.0,-3.43032,-44.56165,67.4
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,HUMBERTO DE CAMPOS,Cerrado,6,1.5,0.8,-2.97499,-43.5854,20.0
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,HUMBERTO DE CAMPOS,Cerrado,7,0.1,0.9,-2.97676,-43.46345,74.3
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,ANAJATUBA,Amazônia,0.0,0.2,1.0,-3.43191,-44.57311,44.8
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,TUTÓIA,Cerrado,0.0,0.0,0.7,-2.98409,-42.29767,37.1
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,SÃO BENTO,Amazônia,4,0.0,0.6,-2.86224,-45.14834,46.4
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,TUTÓIA,Cerrado,0.0,0.0,0.7,-2.98539,-42.30674,40.8
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,MONÇÃO,Amazônia,10,0.0,0.8,-3.44881,-45.20005,13.2
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,BELÁGUA,Cerrado,6,0.1,1.0,-2.98616,-43.4621,14.4
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,MIRANDA DO NORTE,Cerrado,4,0.8,0.3,-3.46817,-44.39481,38.8
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,BARREIRINHAS,Cerrado,7,0.0,0.6,-2.9934,-43.00089,6.7
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,SÃO BENTO,Amazônia,4,0.0,1.0,-2.86401,-45.16058,20.4
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,MORROS,Cerrado,2,4.7,0.1,-3.01856,-43.89062,11.8
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,MIRANDA DO NORTE,Cerrado,4,0.8,0.3,-3.46976,-44.40598,19.2
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,MORROS,Cerrado,2,3.9,0.2,-3.03482,-43.86719,53.4
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,MORROS,Cerrado,2,3.9,0.2,-3.0363,-43.87754,23.6
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,PRESIDENTE VARGAS,Cerrado,5,0.5,0.3,-3.47044,-44.04237,7.9
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,MORROS,Cerrado,2,3.4,0.2,-3.04591,-43.87613,25.1
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,SÃO BENTO,Amazônia,4,0.0,0.5,-2.86864,-45.14089,56.3
2021/12/02 16:24:00,AQUA_M-T,Brasil,MARANHÃO,SANTANA DO MARANHÃO,Cerrado,4,0.0,0.5,-3.13567,-42.52473,30.9
