DataHora,Satelite,Pais,Estado,Municipio,Bioma,DiaSemChuva,Precipitacao,RiscoFogo,Latitude,Longitude,FRP
2022/04/17 17:07:00,AQUA_M-T,Brasil,MARANHÃO,BALSAS,Cerrado,4.0,4.0,0.0,-8.68574,-46.42272,21.1
2022/04/21 16:43:00,AQUA_M-T,Brasil,MARANHÃO,SÃO JOÃO DOS PATOS,Cerrado,2.0,0.1,0.1,-6.37052,-43.76027,6.1
2022/04/21 16:41:00,AQUA_M-T,Brasil,MARANHÃO,LORETO,Cerrado,2.0,0.0,0.0,-7.58219,-45.57116,8.1
2022/04/21 16:41:00,AQUA_M-T,Brasil,MARANHÃO,CAROLINA,Cerrado,2.0,0.0,0.1,-7.05116,-46.88176,8.2
2022/04/21 16:43:00,AQUA_M-T,Brasil,MARANHÃO,AMARANTE DO MARANHÃO,Cerrado,0.0,0.0,0.3,-5.52478,-46.82446,8.0
2022/04/21 16:43:00,AQUA_M-T,Brasil,MARANHÃO,GRAJAÚ,Amazônia,2.0,0.0,0.3,-5.50354,-46.22238,31.1
2022/04/21 16:41:00,AQUA_M-T,Brasil,MARANHÃO,PASTOS BONS,Cerrado,3.0,0.0,0.2,-6.74063,-44.45601,56.2
2022/04/21 16:41:00,AQUA_M-T,Brasil,MARANHÃO,ALTO PARNAÍBA,Cerrado,2.0,0.0,0.2,-9.18941,-46.26305,9.4
2022/04/21 16:41:00,AQUA_M-T,Brasil,MARANHÃO,LORETO,Cerrado,2.0,0.0,0.1,-7.44068,-45.28552,9.4
2022/04/25 16:20:00,AQUA_M-T,Brasil,MARANHÃO,TUNTUM,Cerrado,0.0,0.3,0.0,-5.93705,-44.77034,16.9
2022/04/25 16:20:00,AQUA_M-T,Brasil,MARANHÃO,TUNTUM,Cerrado,0.0,0.3,0.0,-5.93929,-44.78679,17.0
2022/04/25 16:20:00,AQUA_M-T,Brasil,MARANHÃO,FERNANDO FALCÃO,Cerrado,0.0,0.2,0.1,-6.36206,-45.30186,21.6
2022/04/25 16:20:00,AQUA_M-T,Brasil,MARANHÃO,ESTREITO,Cerrado,2.0,0.0,0.2,-6.81106,-47.21289,34.8
2022/04/25 16:20:00,AQUA_M-T,Brasil,MARANHÃO,PARNARAMA,Cerrado,0.0,0.2,0.0,-5.85808,-43.52351,12.3
